b5,场馆院所,中华艺术宫,上海市浦东新区上南路205号,121.5007609,31.18999488,143,125,103,101,101,121,340,677,1013,786,784,779,798,851,845,899,924,1076,1458,1173,802,594,412,170
b6,场馆院所,上海世博园,上海市浦东新区世博园区A片区，靠近上南路。,121.496585,31.188275,158,147,128,125,126,148,306,505,799,647,645,608,577,668,632,644,578,438,372,354,288,229,176,155
b7,场馆院所,中国航海博物馆,上海市浦东新区临港新城申港大道197号（近滴水湖）,121.9261102,30.90354628,210,228,221,217,207,212,226,230,279,384,430,403,388,417,382,401,367,278,265,269,257,274,262,253
b8,场馆院所,上海汽车博物馆,上海市嘉定区安亭镇博园路7565号,121.1762274,31.2861826,19,19,20,23,20,21,22,24,84,125,131,154,140,138,129,145,145,84,52,37,35,34,27,23
b9,场馆院所,上海自然博物馆,上海市静安区北京西路510号（静安雕塑公园内）,121.4709519,31.2410989,2086,1905,1859,1813,1801,1890,2492,3732,5942,6398,6007,6017,5835,5988,6074,5985,5791,5758,5288,4153,3397,3106,2804,2365
b10,场馆院所,复旦大学,上海市杨浦区邯郸路220号,121.5144387,31.30439139,1140,1084,1062,1054,1002,1080,1103,1216,1488,1720,1716,1827,1840,1809,1792,1773,1689,1616,1488,1522,1435,1405,1268,1155
b11,场馆院所,宋庆龄故居纪念馆,上海市徐汇区淮海中路1843号（近武康路）,121.4451708,31.2105845,1339,1233,1188,1165,1175,1165,1277,1675,1872,2042,2163,2253,2190,2222,2238,2367,2472,2270,2138,1999,1905,1883,1746,1552
b12,场馆院所,上海城市规划展示馆,上海市黄浦区人民大道100号,121.482148,31.23739582,2049,1880,1713,1633,1582,1751,2361,2856,5965,7938,8611,9756,10316,10688,10871,10660,10496,10466,11171,7804,6282,5015,3286,2497
b13,场馆院所,上海月亮船（原世博会沙特馆）,上海市浦东新区博成路1221号(近高科西路口),121.5026506,31.19415025,15,11,13,12,12,18,213,497,790,499,405,405,431,464,457,487,541,761,1191,846,523,414,275,38
b14,场馆院所,上海电影博物馆,上海市徐汇区漕溪北路595号,121.4442494,31.19274265,4087,3876,3754,3726,3698,3863,4366,5505,7464,9204,9198,9920,10355,10406,10119,10168,9926,9972,9485,8017,7031,6186,5282,4558
b15,场馆院所,上海玻璃博物馆,上海市宝山区长江西路685号,121.4791713,31.3496544,94,90,94,86,93,96,117,125,134,150,151,169,150,167,153,185,166,138,114,127,138,129,129,108
b16,场馆院所,银行博物馆,上海市浦东新区浦东大道9号世纪金融大厦7楼,121.5189918,31.24489392,2796,2665,2495,2438,2450,2569,3226,3912,6114,8446,8822,9331,8981,8963,8987,9002,8653,8107,6868,5344,4605,4335,3896,3330
b17,场馆院所,上海图书馆,上海市徐汇区淮海中路1555号,121.4512571,31.21420455,2895,2781,2535,2438,2331,2342,2697,3394,3980,4598,4809,4811,4625,4760,4976,4910,4856,4573,4394,3995,3833,3846,3520,3262
b18,场馆院所,上海大自然野生昆虫馆,上海市浦东新区丰和路1号,121.5043096,31.24606227,715,569,539,494,487,530,756,1317,3432,5202,5811,7537,8353,8164,7843,8089,7854,8336,8647,6154,5111,3915,1838,1097
b19,场馆院所,上海交通大学,上海市徐汇区华山路1954号,121.4428838,31.20514069,2123,2000,1987,1987,1980,2005,2210,2917,4181,4518,4626,4917,4908,4973,5002,4952,4720,4710,4602,4133,3743,3189,2597,2204
b20,场馆院所,上海当代艺术博物馆,上海市黄浦区花园港路200号（南车站路以南）,121.5048941,31.20647703,382,357,347,326,338,388,507,614,681,739,796,719,655,754,784,798,724,801,732,586,554,499,461,383
b21,场馆院所,同济大学,上海市杨浦区四平路1239号,121.5127311,31.28822954,1129,1076,1107,1059,1061,1060,1147,1390,1597,1533,1615,1784,1693,1680,1689,1685,1733,1727,1614,1503,1497,1442,1283,1204
b22,场馆院所,周公馆,上海市黄浦区思南路73号,121.4748651,31.22019448,1691,1498,1408,1336,1352,1480,1867,2715,3594,4420,4818,4916,4869,4944,5286,5069,4723,4494,4214,3466,2971,2749,2368,1927
b23,场馆院所,上海邮政博物馆,上海市虹口区天潼路395号,121.4920416,31.25064957,1084,1051,983,957,933,1120,1459,1961,2950,3520,3636,4005,3915,4217,4231,4202,4096,3528,2709,1887,1613,1487,1428,1243
b24,场馆院所,孙中山故居纪念馆,上海市黄浦区香山路7号,121.4741428,31.22194846,1628,1415,1311,1232,1219,1329,1726,2339,3114,4064,4171,4406,4498,4837,4889,4708,4348,4304,4395,3835,3214,2894,2283,1989
b25,场馆院所,M50创意园,上海市普陀区莫干山路50号,121.4550674,31.25395057,2111,2027,1974,1906,1920,2067,2216,2759,3554,4792,5282,5768,5640,5723,5688,5690,5621,5297,4474,3714,3240,3097,2846,2516
b26,场馆院所,徐家汇源景区,上海市徐汇区蒲西路166号-1（徐家汇源游客中心）,121.4430289,31.19709823,3223,3052,2973,2942,2883,2952,3531,5262,8756,10221,10644,11813,12350,12736,12509,12629,12521,12987,12980,10116,8314,6706,4797,3667
b27,场馆院所,华东政法大学,上海市长宁区万航渡路1575号,121.4229082,31.23305493,1347,1329,1281,1259,1253,1306,1365,1542,1550,1536,1398,1421,1391,1445,1407,1487,1477,1501,1579,1580,1570,1610,1592,1516
b28,场馆院所,上海外滩美术馆,上海市黄浦区虎丘路20号,121.4941206,31.24693452,1258,1160,1057,1010,990,1102,1408,1805,3051,4095,4320,4573,4368,4557,4714,4709,4792,4385,3884,3414,3157,2773,2225,1612
b29,场馆院所,鲁迅纪念馆,上海市虹口区甜爱路200号（近四川北路,121.4906838,31.27548174,2824,2667,2597,2544,2520,2651,2963,3547,4501,4744,4504,4860,4953,4930,4780,4802,4886,5131,5418,4959,4630,4192,3523,3021
b30,场馆院所,浦东开发陈列馆,上海市浦东新区浦东大道141号2号楼,121.5207513,31.24489747,1508,1460,1382,1392,1394,1392,1581,1835,2448,3215,3322,3521,3383,3314,3312,3233,3100,2978,2621,2344,2107,2020,1844,1657
b31,场馆院所,上海展览中心,上海市静安区延安中路1000号（近铜仁路）,121.4593154,31.23088936,2254,2026,1905,1797,1755,1838,2124,2755,4422,7841,8736,9558,9883,10230,10185,10090,9695,9355,8385,6667,5516,4773,3682,3033
b32,场馆院所,龙美术馆西岸馆,上海市徐汇区龙腾大道3398号,121.470995,31.190306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b33,场馆院所,中共“一大”会址,上海市黄浦区黄陂南路374号,121.4820234,31.22610107,2378,2120,1995,1851,1768,1861,2253,2954,4086,6196,7039,7690,8375,8604,8493,8465,8299,8246,8513,6706,5370,4743,3560,2817
b34,场馆院所,陈云纪念馆,上海市青浦区练塘镇朱枫公路3516号,121.0508299,31.01251609,643,638,660,639,654,631,612,623,564,619,584,579,548,545,555,582,565,593,646,630,631,617,632,616
b35,场馆院所,上海儿童博物馆,上海市长宁区宋园路61号,121.4197281,31.19993998,2740,2590,2504,2501,2484,2602,2959,3595,4420,4815,4912,5084,4870,5063,5097,5024,4946,4868,4860,4257,3927,3645,3381,3051
b36,场馆院所,上海犹太难民纪念馆,上海市虹口区长阳路62号,121.5157189,31.25998767,2625,2564,2482,2442,2441,2501,2761,3148,3718,3735,3655,3944,3860,3809,3739,3755,3793,3720,3582,3422,3151,3113,2954,2781
b37,场馆院所,上海新国际博览中心,上海市浦东新区龙阳路2345号,121.5715547,31.21130271,588,512,488,478,504,630,838,1195,1644,1699,1676,1574,1567,1569,1514,1548,1567,1523,1404,1345,1087,966,821,696
b38,场馆院所,上海城市历史发展陈列馆,上海市浦东新区世纪大道1号东方明珠广播电视塔底楼,121.5059809,31.24465,875,719,672,613,608,663,925,1614,4128,6745,7601,9368,9874,9915,9730,10019,9698,10045,9761,6739,5542,4305,2150,1366
b39,场馆院所,上海宝山国际民间艺术博览馆,上海市宝山区沪太路4788号（近顾村公园一号门）,121.3917893,31.35050386,8,8,14,11,10,9,7,8,14,27,16,20,18,18,16,22,31,28,20,23,11,11,16,12
b40,场馆院所,淞沪抗战纪念馆,上海市宝山区友谊路1号临江公园内,121.5006504,31.41516778,166,179,174,183,182,181,199,233,240,245,253,252,220,243,223,215,190,164,189,212,227,217,200,205
b41,场馆院所,红坊,上海市长宁区淮海西路570号,121.4288243,31.20503954,1871,1813,1774,1749,1746,1793,2063,2653,3567,3847,3832,3965,3931,3970,3857,3713,3757,3777,3713,3278,2860,2540,2232,2021
b43,场馆院所,瞳艺上海3D错觉艺术馆,上海市黄浦区西藏中路525号雅居乐广场二楼,121.4802212,31.24243566,1889,1752,1639,1572,1517,1649,1957,2619,5487,6545,6521,7461,8035,8252,8349,8346,8309,8575,9819,6968,5937,4794,3193,2242
b44,场馆院所,上海琉璃艺术博物馆,上海市黄浦区泰康路25号,121.4766715,31.21381474,3838,3512,3271,3102,3081,3268,3925,5504,7488,9112,9647,10159,10416,10445,10877,10561,10029,9688,9347,8199,7102,6389,5123,4356
b45,场馆院所,嘉定孔庙,上海市嘉定区嘉定南大街183号,121.259687,31.38669934,1382,1273,1260,1214,1210,1305,1423,1670,1704,1868,1866,2029,1992,2066,1951,1985,2056,1986,2087,2097,2071,1781,1661,1438
b46,场馆院所,浦东图书馆,上海市浦东新区前程路88号（近锦绣路）,121.5478696,31.19845332,145,132,125,132,132,142,178,241,341,386,415,435,467,501,500,470,448,369,346,279,204,209,179,149
b47,场馆院所,上海世博会纪念展,上海市局门路龙华东路（原世博会城市足迹馆）,121.490185,31.199997,998,947,973,946,963,1032,1094,1242,1480,1720,1921,1921,1839,1898,1926,1922,1787,1686,1491,1319,1243,1222,1178,1107
b48,场馆院所,宋庆龄陵园,上海市长宁区宋园路21号,121.4197091,31.20090984,4028,3866,3784,3755,3729,3893,4302,5020,5963,6391,6466,6729,6550,6683,6689,6679,6492,6516,6578,5886,5426,5156,4844,4407
b49,场馆院所,上海意大利中心,上海市浦东新区世博大道2095号（近塘子泾路）,121.4823135,31.18970716,190,164,174,163,158,188,248,380,405,429,388,383,374,367,331,352,360,379,326,286,325,248,264,243
b50,场馆院所,陶行知纪念馆,上海市宝山区武威东路76号,121.4160275,31.28247731,1831,1749,1728,1663,1673,1711,1868,1930,1814,1793,1790,1818,1747,1856,1790,1845,1914,1910,2159,2423,2470,2360,2157,1951
b51,场馆院所,上海当代艺术馆,上海市黄埔区南京西路231号,121.4773534,31.23733901,1771,1635,1539,1488,1454,1579,1915,2670,5997,7408,7968,8742,9005,9295,9583,9585,9291,9507,10260,6958,5567,4458,2873,2044
b52,场馆院所,上海东方地质科普馆?,上海市浦东新区江镇路100号,121.7882177,31.18294669,213,184,182,167,179,191,250,264,318,402,414,438,393,412,433,443,460,412,290,285,305,287,240,205
b53,场馆院所,历道证券博物馆,上海市浦东新区银城东路139号华能联合大厦13楼,121.5148124,31.24484293,2524,2373,2204,2108,2131,2278,3019,4020,7676,12449,13216,13828,12976,13321,13420,13595,12958,11941,9367,6251,4995,4404,3854,3154
b54,场馆院所,外滩历史纪念馆,上海市黄浦区中山东一路475号,121.4979799,31.24787589,615,559,468,423,415,435,550,703,1103,1488,1592,1620,1548,1677,1703,1759,2042,1985,1825,1727,1661,1422,1240,871
b55,场馆院所,外滩十八号创意中心,上海市黄浦区中山东一路18号4楼（近南京东路）,121.4962447,31.24417912,1003,852,762,724,702,794,1056,1632,2902,3824,3902,3941,3855,4055,4137,4083,3914,3718,3106,2583,2472,2237,1760,1363
b56,场馆院所,上海工艺美术博物馆,上海市徐汇区汾阳路79号,121.4604906,31.21664257,836,764,693,651,657,710,975,1440,2035,2498,2466,2708,2721,2781,2746,2693,2623,2720,2851,2311,2009,1777,1321,1025
b57,场馆院所,上海葡萄酒品鉴中心,上海市闵行区北翟路2869号,121.3317274,31.22794443,261,208,214,184,199,215,262,325,338,317,316,342,336,369,329,333,358,431,466,492,498,391,358,301
b58,场馆院所,上海公安博物馆,上海市徐汇区瑞金南路518号,121.4749207,31.20445938,5056,4832,4727,4664,4651,4852,5266,5792,6082,6182,5925,6039,6029,6134,5978,5950,5894,5968,6097,5901,5844,5829,5659,5316
b59,场馆院所,震旦博物馆,上海浦东新区富城路99号震旦国际大厦内（近名商路）,121.5064314,31.24041923,875,723,689,650,641,681,917,1486,3552,5813,6598,7897,8504,8547,8293,8650,8559,8827,8623,5903,4864,3827,2010,1311
b60,场馆院所,东华大学,上海市长宁路延安西路1882号,121.4203283,31.2131044,3388,3134,3061,2996,2945,3215,3721,4587,4972,5406,5235,5420,5377,5737,5805,5885,5520,5332,5358,4744,4489,4350,4114,3747
b61,场馆院所,长宁图书馆,上海市长宁区天山路356号（天中路与威宁路之间,121.3951281,31.22054492,3449,3344,3252,3192,3169,3306,3635,4406,5106,4325,4111,4100,4096,4155,4086,4080,4165,4298,4655,4609,4448,4404,3988,3758
b62,场馆院所,国家会展中心,上海青浦区盈港东路168号,121.3073666,31.19251367,2,2,3,2,2,86,300,1110,1120,402,231,230,278,276,234,206,207,261,240,183,136,102,45,19
b63,场馆院所,八音盒珍品陈列馆,上海市浦东新区丁香路425号上海东方艺术中心内4层,121.548273,31.228742,642,554,546,533,522,602,981,2167,3583,3532,2535,2414,2278,2534,2517,2657,2508,3059,3827,2664,1904,1634,1219,832
b64,场馆院所,上海木文化博物馆,上海市沪太路2611号,121.4190302,31.31422942,154,150,147,140,143,147,157,215,206,192,197,213,192,199,201,216,204,230,266,278,223,208,189,168
b65,场馆院所,喜玛拉雅美术馆,上海市浦东新区樱花路869号A区3-4楼,121.5684352,31.21482464,44,37,39,41,42,46,67,146,273,356,383,539,751,568,463,409,468,610,698,440,298,229,127,49
b66,场馆院所,上海笔墨博物馆,上海市黄浦区福州路429号,121.4890058,31.23948395,3064,2891,2761,2647,2636,2758,3176,4440,7237,9638,9675,10659,11247,11428,11452,11471,11329,11899,11487,8861,7521,6477,4743,3632
b67,场馆院所,上海消防博物馆,上海市长宁区中山西路229号（近长宁路口）,121.4176012,31.22400863,1838,1746,1653,1626,1594,1693,1936,2518,3326,4079,4294,4873,5294,5352,5139,5243,5204,5422,5715,5405,4880,4049,2740,2160
b68,场馆院所,上海浦东展览馆,上海市浦东新区合欢路201号,121.5547907,31.22771323,616,552,531,518,522,551,768,1394,2543,3366,3210,3337,3148,3290,3328,3316,3058,2957,2143,1557,1386,1211,998,804
b69,场馆院所,八号桥,上海市黄浦区建国中路8-10号,121.477701,31.21653989,2219,1943,1846,1758,1753,1893,2368,3337,4307,5065,5498,5590,5477,5548,5954,5804,5397,5250,4960,4224,3661,3412,2997,2515
b70,场馆院所,中国武术博物馆,上海市杨浦区长海路399号,121.5314385,31.31964244,677,646,621,637,627,667,712,906,1187,1283,1288,1204,1887,1855,2044,2069,1981,1973,1765,1654,1515,1513,1372,1232
b71,场馆院所,青浦博物馆,上海市青浦区华青南路1000号,121.1414694,31.15689662,139,122,129,118,121,126,131,161,239,300,314,294,309,325,342,307,291,257,265,258,239,199,167,142
b72,场馆院所,嘉定博物馆,上海市嘉定区博乐路215号,121.2585796,31.39208593,1038,967,946,931,908,937,1008,1069,1118,1211,1288,1339,1362,1383,1335,1348,1315,1368,1424,1392,1374,1246,1171,1109
b73,场馆院所,城市雕塑艺术中心,上海市长宁区淮海西路570号,121.4288243,31.20503954,1871,1813,1774,1749,1746,1793,2063,2653,3567,3847,3832,3965,3931,3970,3857,3713,3757,3777,3713,3278,2860,2540,2232,2021
b74,场馆院所,上海铁路博物馆,上海市闸北区天目东路200号,121.4827197,31.25560655,5074,4968,4941,4800,4893,4836,4987,5610,6429,6191,6219,6592,6339,6311,6325,6423,6614,7047,7333,6837,6311,6171,5773,5386
b75,场馆院所,龙美术馆浦东馆,上海市浦东新区罗山路2255弄210号,121.580449,31.222126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b76,场馆院所,成龙电影艺术馆,上海市普陀区云岭东路88号,121.4010166,31.22964951,303,294,275,262,266,281,349,424,808,1764,2105,2303,2174,2320,2322,2305,2256,1944,1342,921,814,631,459,418
b77,场馆院所,上海世博展览馆,上海市浦东新区国展路1099号（近世博轴西侧）,121.4964855,31.18834107,185,168,143,138,140,161,319,524,826,697,734,722,687,783,747,754,708,592,530,541,463,317,210,178
b78,场馆院所,同乐坊,上海市静安区海防路555号,121.4496457,31.24326369,2122,2095,1984,1941,1914,1938,2020,2261,2527,3008,2869,3161,3277,3224,3271,3149,3234,3183,3371,3064,2804,2682,2490,2313
b79,场馆院所,上海老相机制造博物馆,上海市黄浦区重庆南路308号（白玉兰剧场楼下）,121.4786297,31.2156421,3493,3150,3002,2905,2885,3067,3687,4765,5711,6610,6998,7148,7151,7249,7636,7541,7130,7047,6818,6033,5378,5065,4505,3882
b80,场馆院所,三山会馆,上海市黄浦区中山南路1551号（半淞园路苗江路）,121.5022857,31.211076,785,721,694,669,684,743,896,1099,1216,1203,1225,1163,1083,1161,1188,1208,1162,1284,1201,1061,1027,957,913,826
b81,场馆院所,上海天文博物馆,上海市松江区外青松公路西佘山园山顶,121.198017,31.100214,1,1,1,1,1,0,1,1,2,0,3,2,1,3,1,1,0,0,1,0,1,2,1,2
b82,场馆院所,上海磁浮交通科技馆,上海市浦东新区龙阳路2100号（磁浮龙阳路站底层）,121.5640796,31.20887248,1204,1016,982,975,963,1150,1733,3487,5474,3149,2322,2449,2529,2408,2256,2302,2645,3788,4798,3597,2927,2420,1831,1458
b83,场馆院所,多伦现代美术馆,上海市虹口区多伦路27号（近四川北路）,121.4896374,31.26771882,3340,3210,3103,3059,3020,3150,3308,3636,3994,4424,4556,4827,4687,4716,4775,4800,4912,4593,4550,4483,4259,4031,3802,3466
b84,场馆院所,上海昆虫博物馆,上海市徐汇区枫林路300号（近斜土路）,121.4630434,31.19992329,2272,2192,2154,2141,2187,2298,2550,3125,3839,4002,3820,4018,3970,3878,3841,3744,3761,3769,3773,3355,3132,2950,2742,2469
